"classified_image_id","roundness","tailedness","blockiness","curviness","deviation_from_usno1","graded","image_id","image_name","usdaclass_name","axial_length","max_diameter","lw_ratio","weight_oz","user_id","user_role"
1846,32,100,28,23,90,True,1846,"f5ecf3e398fb8e025b0d26b8f5ae4e68.bmp","U.S. No. 1","4.79","2.83","1.41","7.11",4,"Breeder"
5846,50,63,70,50,50,True,1846,"f5ecf3e398fb8e025b0d26b8f5ae4e68.bmp","U.S. No. 1","4.79","2.83","1.41","7.11",12,"Student"
7846,68,64,57,32,62,True,1846,"f5ecf3e398fb8e025b0d26b8f5ae4e68.bmp","U.S. No. 1","4.79","2.83","1.41","7.11",16,"Student"
3846,30,10,0,3,40,True,1846,"f5ecf3e398fb8e025b0d26b8f5ae4e68.bmp","U.S. No. 1","4.79","2.83","1.41","7.11",8,"Student"
3847,50,10,10,15,9,True,1847,"68f25fc5f67a51dd9b6da952ab17bb69.bmp","U.S. No. 1","6.48","2.99","1.97","16.28",8,"Student"
1847,24,62,36,36,17,True,1847,"68f25fc5f67a51dd9b6da952ab17bb69.bmp","U.S. No. 1","6.48","2.99","1.97","16.28",4,"Breeder"
5847,59,32,63,50,13,True,1847,"68f25fc5f67a51dd9b6da952ab17bb69.bmp","U.S. No. 1","6.48","2.99","1.97","16.28",12,"Student"
7847,65,8,70,16,41,True,1847,"68f25fc5f67a51dd9b6da952ab17bb69.bmp","U.S. No. 1","6.48","2.99","1.97","16.28",16,"Student"
5848,72,78,33,50,61,True,1848,"50d6988b13be72683a99fb18720f00d2.bmp","U.S. No. 1","4.81","3.12","1.4","10.62",12,"Student"
3848,74,75,0,5,35,True,1848,"50d6988b13be72683a99fb18720f00d2.bmp","U.S. No. 1","4.81","3.12","1.4","10.62",8,"Student"
7848,73,65,NULL,16,64,True,1848,"50d6988b13be72683a99fb18720f00d2.bmp","U.S. No. 1","4.81","3.12","1.4","10.62",16,"Student"
1848,34,82,23,33,62,True,1848,"50d6988b13be72683a99fb18720f00d2.bmp","U.S. No. 1","4.81","3.12","1.4","10.62",4,"Breeder"
5849,72,14,65,50,NULL,True,1849,"ed41e06e15d02a6f3e9ad6977a846373.bmp","Other","3.5","1.46","2.03","1.84",12,"Student"
7849,40,18,12,63,NULL,True,1849,"ed41e06e15d02a6f3e9ad6977a846373.bmp","Other","3.5","1.46","2.03","1.84",16,"Student"
3849,45,0,15,50,NULL,True,1849,"ed41e06e15d02a6f3e9ad6977a846373.bmp","Other","3.5","1.46","2.03","1.84",8,"Student"
1849,0,0,0,81,NULL,True,1849,"ed41e06e15d02a6f3e9ad6977a846373.bmp","Other","3.5","1.46","2.03","1.84",4,"Breeder"
3850,30,91,2,60,NULL,True,1850,"d5a718ee698c5e7407fabed6c46b41fd.bmp","U.S. No. 2","10.54","2.93","3.1","21.18",8,"Student"
7850,14,NULL,4,79,NULL,True,1850,"d5a718ee698c5e7407fabed6c46b41fd.bmp","U.S. No. 2","10.54","2.93","3.1","21.18",16,"Student"
1850,8,64,34,62,NULL,True,1850,"d5a718ee698c5e7407fabed6c46b41fd.bmp","U.S. No. 2","10.54","2.93","3.1","21.18",4,"Breeder"
5850,50,33,64,50,NULL,True,1850,"d5a718ee698c5e7407fabed6c46b41fd.bmp","U.S. No. 2","10.54","2.93","3.1","21.18",12,"Student"
3851,60,89,40,10,25,True,1851,"c117e744912cac1f50f71f3053103a89.bmp","U.S. No. 1","4.78","2.74","1.51","8.02",8,"Student"
1851,32,64,67,44,40,True,1851,"c117e744912cac1f50f71f3053103a89.bmp","U.S. No. 1","4.78","2.74","1.51","8.02",4,"Breeder"
7851,94,63,75,26,63,True,1851,"c117e744912cac1f50f71f3053103a89.bmp","U.S. No. 1","4.78","2.74","1.51","8.02",16,"Student"
5851,86,75,29,50,60,True,1851,"c117e744912cac1f50f71f3053103a89.bmp","U.S. No. 1","4.78","2.74","1.51","8.02",12,"Student"
1852,26,76,34,45,61,True,1852,"40dc7548b648f876cc75e4bdaba1c511.bmp","U.S. No. 1","4.47","1.74","1.83","2.55",4,"Breeder"
3852,40,23,0,3,20,True,1852,"40dc7548b648f876cc75e4bdaba1c511.bmp","U.S. No. 1","4.47","1.74","1.83","2.55",8,"Student"
5852,50,70,29,50,34,True,1852,"40dc7548b648f876cc75e4bdaba1c511.bmp","U.S. No. 1","4.47","1.74","1.83","2.55",12,"Student"
7852,60,64,30,26,42,True,1852,"40dc7548b648f876cc75e4bdaba1c511.bmp","U.S. No. 1","4.47","1.74","1.83","2.55",16,"Student"
1853,63,32,23,0,8,True,1853,"ae25a741e8dac643b467d15713dce95e.bmp","U.S. No. 1","5.63","3.35","1.53","13.66",4,"Breeder"
7853,66,NULL,67,NULL,40,True,1853,"ae25a741e8dac643b467d15713dce95e.bmp","U.S. No. 1","5.63","3.35","1.53","13.66",16,"Student"
5853,71,13,64,50,31,True,1853,"ae25a741e8dac643b467d15713dce95e.bmp","U.S. No. 1","5.63","3.35","1.53","13.66",12,"Student"
3853,65,3,2,7,15,True,1853,"ae25a741e8dac643b467d15713dce95e.bmp","U.S. No. 1","5.63","3.35","1.53","13.66",8,"Student"
3854,45,0,0,45,4,True,1854,"06c7bb127f7d7e4ebecefa319fd5bacc.bmp","U.S. No. 1","6.44","2.55","2.32","10.13",8,"Student"
7854,60,33,16,59,57,True,1854,"06c7bb127f7d7e4ebecefa319fd5bacc.bmp","U.S. No. 1","6.44","2.55","2.32","10.13",16,"Student"
5854,50,8,31,50,6,True,1854,"06c7bb127f7d7e4ebecefa319fd5bacc.bmp","U.S. No. 1","6.44","2.55","2.32","10.13",12,"Student"
1854,17,19,16,27,1,True,1854,"06c7bb127f7d7e4ebecefa319fd5bacc.bmp","U.S. No. 1","6.44","2.55","2.32","10.13",4,"Breeder"
7855,91,NULL,75,28,64,True,1855,"00dcae02b355f5d0a52d1dfe5900de67.bmp","U.S. No. 1","4.34","2.64","1.28","5.55",16,"Student"
3855,80,20,0,5,80,True,1855,"00dcae02b355f5d0a52d1dfe5900de67.bmp","U.S. No. 1","4.34","2.64","1.28","5.55",8,"Student"
1855,100,65,10,27,26,True,1855,"00dcae02b355f5d0a52d1dfe5900de67.bmp","U.S. No. 1","4.34","2.64","1.28","5.55",4,"Breeder"
5855,73,41,68,50,38,True,1855,"00dcae02b355f5d0a52d1dfe5900de67.bmp","U.S. No. 1","4.34","2.64","1.28","5.55",12,"Student"
3856,40,0,10,20,17,True,1856,"0b563572a65ae50c19684980a38ed404.bmp","U.S. No. 1","3.84","2.01","1.71","3.57",8,"Student"
1856,0,20,11,26,73,True,1856,"0b563572a65ae50c19684980a38ed404.bmp","U.S. No. 1","3.84","2.01","1.71","3.57",4,"Breeder"
7856,63,9,37,84,75,True,1856,"0b563572a65ae50c19684980a38ed404.bmp","U.S. No. 1","3.84","2.01","1.71","3.57",16,"Student"
5856,50,30,70,50,26,True,1856,"0b563572a65ae50c19684980a38ed404.bmp","U.S. No. 1","3.84","2.01","1.71","3.57",12,"Student"
7857,26,66,7,58,59,True,1857,"7e2d8cf8044984cfd28bddb273cd338c.bmp","U.S. No. 1","5.61","2.15","2.37","5.52",16,"Student"
5857,50,41,39,50,34,True,1857,"7e2d8cf8044984cfd28bddb273cd338c.bmp","U.S. No. 1","5.61","2.15","2.37","5.52",12,"Student"
1857,5,63,20,34,72,True,1857,"7e2d8cf8044984cfd28bddb273cd338c.bmp","U.S. No. 1","5.61","2.15","2.37","5.52",4,"Breeder"
3857,40,8,0,30,5,True,1857,"7e2d8cf8044984cfd28bddb273cd338c.bmp","U.S. No. 1","5.61","2.15","2.37","5.52",8,"Student"
3858,38,25,10,7,15,True,1858,"21c23078b8b285b36c6854c7cab75444.bmp","U.S. No. 1","5.73","2.06","2.27","5.4",8,"Student"
5858,50,64,34,9,26,True,1858,"21c23078b8b285b36c6854c7cab75444.bmp","U.S. No. 1","5.73","2.06","2.27","5.4",12,"Student"
1858,20,57,10,14,32,True,1858,"21c23078b8b285b36c6854c7cab75444.bmp","U.S. No. 1","5.73","2.06","2.27","5.4",4,"Breeder"
7858,30,14,9,10,11,True,1858,"21c23078b8b285b36c6854c7cab75444.bmp","U.S. No. 1","5.73","2.06","2.27","5.4",16,"Student"
3859,41,100,0,25,50,True,1859,"05ee00d518cdcd485be8e53f73e510ae.bmp","U.S. No. 1","7.19","2.81","2.2","10.53",8,"Student"
7859,58,38,36,64,69,True,1859,"05ee00d518cdcd485be8e53f73e510ae.bmp","U.S. No. 1","7.19","2.81","2.2","10.53",16,"Student"
5859,50,36,66,28,21,True,1859,"05ee00d518cdcd485be8e53f73e510ae.bmp","U.S. No. 1","7.19","2.81","2.2","10.53",12,"Student"
1859,0,64,66,35,35,True,1859,"05ee00d518cdcd485be8e53f73e510ae.bmp","U.S. No. 1","7.19","2.81","2.2","10.53",4,"Breeder"
3860,30,100,0,25,50,True,1860,"7d14d2a96459a90ebe18540921124d00.bmp","U.S. No. 1","7.51","1.96","3.21","7.7",8,"Student"
1860,20,72,23,33,36,True,1860,"7d14d2a96459a90ebe18540921124d00.bmp","U.S. No. 1","7.51","1.96","3.21","7.7",4,"Breeder"
7860,11,70,16,27,44,True,1860,"7d14d2a96459a90ebe18540921124d00.bmp","U.S. No. 1","7.51","1.96","3.21","7.7",16,"Student"
5860,48,60,27,50,16,True,1860,"7d14d2a96459a90ebe18540921124d00.bmp","U.S. No. 1","7.51","1.96","3.21","7.7",12,"Student"
1861,0,29,17,79,75,True,1861,"dcc775f64119a57febb2fa0c2c8ee8a8.bmp","U.S. No. 1","4.71","1.8","2.3","3.6",4,"Breeder"
5861,50,28,35,50,18,True,1861,"dcc775f64119a57febb2fa0c2c8ee8a8.bmp","U.S. No. 1","4.71","1.8","2.3","3.6",12,"Student"
3861,40,0,0,60,2,True,1861,"dcc775f64119a57febb2fa0c2c8ee8a8.bmp","U.S. No. 1","4.71","1.8","2.3","3.6",8,"Student"
7861,40,6,NULL,41,38,True,1861,"dcc775f64119a57febb2fa0c2c8ee8a8.bmp","U.S. No. 1","4.71","1.8","2.3","3.6",16,"Student"
5862,79,11,64,19,14,True,1862,"86ec1af0056f3fcc19f2b3660749e0df.bmp","U.S. No. 1","5.73","3.13","1.68","12.41",12,"Student"
3862,60,0,25,10,26,True,1862,"86ec1af0056f3fcc19f2b3660749e0df.bmp","U.S. No. 1","5.73","3.13","1.68","12.41",8,"Student"
7862,64,25,67,57,67,True,1862,"86ec1af0056f3fcc19f2b3660749e0df.bmp","U.S. No. 1","5.73","3.13","1.68","12.41",16,"Student"
1862,74,74,16,24,25,True,1862,"86ec1af0056f3fcc19f2b3660749e0df.bmp","U.S. No. 1","5.73","3.13","1.68","12.41",4,"Breeder"
7863,57,58,NULL,13,20,True,1863,"8bdfdbe041d0d44278350eec068b8c04.bmp","U.S. No. 1","5.32","2.24","2.1","6.02",16,"Student"
5863,50,50,32,50,39,True,1863,"8bdfdbe041d0d44278350eec068b8c04.bmp","U.S. No. 1","5.32","2.24","2.1","6.02",12,"Student"
1863,50,63,27,30,21,True,1863,"8bdfdbe041d0d44278350eec068b8c04.bmp","U.S. No. 1","5.32","2.24","2.1","6.02",4,"Breeder"
3863,40,19,0,16,16,True,1863,"8bdfdbe041d0d44278350eec068b8c04.bmp","U.S. No. 1","5.32","2.24","2.1","6.02",8,"Student"
7864,88,NULL,68,NULL,68,True,1864,"bc63cbff937c5d1595390cadc75e4e11.bmp","U.S. No. 1","5.19","3.04","1.24","7.41",16,"Student"
1864,100,81,70,0,17,True,1864,"bc63cbff937c5d1595390cadc75e4e11.bmp","U.S. No. 1","5.19","3.04","1.24","7.41",4,"Breeder"
5864,85,10,25,40,66,True,1864,"bc63cbff937c5d1595390cadc75e4e11.bmp","U.S. No. 1","5.19","3.04","1.24","7.41",12,"Student"
3864,95,38,0,15,75,True,1864,"bc63cbff937c5d1595390cadc75e4e11.bmp","U.S. No. 1","5.19","3.04","1.24","7.41",8,"Student"
1865,50,0,39,0,0,True,1865,"22b23e3097e96d274ed699d1f6c0aafa.bmp","U.S. No. 1","5.98","2.59","2.14","9.67",4,"Breeder"
3865,46,4,6,2,2,True,1865,"22b23e3097e96d274ed699d1f6c0aafa.bmp","U.S. No. 1","5.98","2.59","2.14","9.67",8,"Student"
7865,50,4,0,0,0,True,1865,"22b23e3097e96d274ed699d1f6c0aafa.bmp","U.S. No. 1","5.98","2.59","2.14","9.67",16,"Student"
5865,50,12,35,10,5,True,1865,"22b23e3097e96d274ed699d1f6c0aafa.bmp","U.S. No. 1","5.98","2.59","2.14","9.67",12,"Student"
7866,61,65,34,35,24,True,1866,"75aee409fd9d68ee81960057fd5ee6a5.bmp","U.S. No. 1","5.36","2.44","1.68","5.23",16,"Student"
5866,72,50,37,71,63,True,1866,"75aee409fd9d68ee81960057fd5ee6a5.bmp","U.S. No. 1","5.36","2.44","1.68","5.23",12,"Student"
1866,NULL,100,NULL,67,74,True,1866,"75aee409fd9d68ee81960057fd5ee6a5.bmp","U.S. No. 1","5.36","2.44","1.68","5.23",4,"Breeder"
3866,40,90,0,50,40,True,1866,"75aee409fd9d68ee81960057fd5ee6a5.bmp","U.S. No. 1","5.36","2.44","1.68","5.23",8,"Student"
3867,58,25,10,8,20,True,1867,"056cdf7fd632bd37c122e6c70fbefe7d.bmp","U.S. No. 1","4.29","2.08","1.69","4.34",8,"Student"
7867,41,26,40,12,14,True,1867,"056cdf7fd632bd37c122e6c70fbefe7d.bmp","U.S. No. 1","4.29","2.08","1.69","4.34",16,"Student"
1867,50,3,50,2,0,True,1867,"056cdf7fd632bd37c122e6c70fbefe7d.bmp","U.S. No. 1","4.29","2.08","1.69","4.34",4,"Breeder"
5867,61,12,70,20,22,True,1867,"056cdf7fd632bd37c122e6c70fbefe7d.bmp","U.S. No. 1","4.29","2.08","1.69","4.34",12,"Student"
7868,90,87,84,92,100,True,1868,"cbfd7fb7489042c6a947b1d948f1e787.bmp","U.S. No. 1","3.99","2.5","1.16","3.49",16,"Student"
3868,94,100,0,99,100,True,1868,"cbfd7fb7489042c6a947b1d948f1e787.bmp","U.S. No. 1","3.99","2.5","1.16","3.49",8,"Student"
1868,100,100,100,0,100,True,1868,"cbfd7fb7489042c6a947b1d948f1e787.bmp","U.S. No. 1","3.99","2.5","1.16","3.49",4,"Breeder"
5868,88,25,83,17,50,True,1868,"cbfd7fb7489042c6a947b1d948f1e787.bmp","U.S. No. 1","3.99","2.5","1.16","3.49",12,"Student"
5869,50,75,50,14,23,True,1869,"a51ecad2bfee45e426e992834533306c.bmp","U.S. No. 1","6.97","2.34","2.62","7.37",12,"Student"
7869,29,68,10,19,63,True,1869,"a51ecad2bfee45e426e992834533306c.bmp","U.S. No. 1","6.97","2.34","2.62","7.37",16,"Student"
3869,35,86,0,40,50,True,1869,"a51ecad2bfee45e426e992834533306c.bmp","U.S. No. 1","6.97","2.34","2.62","7.37",8,"Student"
1869,5,68,4,0,26,True,1869,"a51ecad2bfee45e426e992834533306c.bmp","U.S. No. 1","6.97","2.34","2.62","7.37",4,"Breeder"
7870,59,24,7,20,24,True,1870,"eafce13f99d98c890412d766e2d48a86.bmp","U.S. No. 1","7.14","2.41","2.39","9.72",16,"Student"
3870,50,87,1,50,20,True,1870,"eafce13f99d98c890412d766e2d48a86.bmp","U.S. No. 1","7.14","2.41","2.39","9.72",8,"Student"
1870,19,67,19,38,0,True,1870,"eafce13f99d98c890412d766e2d48a86.bmp","U.S. No. 1","7.14","2.41","2.39","9.72",4,"Breeder"
5870,50,14,28,26,12,True,1870,"eafce13f99d98c890412d766e2d48a86.bmp","U.S. No. 1","7.14","2.41","2.39","9.72",12,"Student"
3871,61,0,0,50,50,True,1871,"61e2245628366a11aef857e80c00b868.bmp","U.S. No. 1","6.98","3.34","1.84","15.32",8,"Student"
1871,70,81,72,89,90,True,1871,"61e2245628366a11aef857e80c00b868.bmp","U.S. No. 1","6.98","3.34","1.84","15.32",4,"Breeder"
7871,64,60,59,41,64,True,1871,"61e2245628366a11aef857e80c00b868.bmp","U.S. No. 1","6.98","3.34","1.84","15.32",16,"Student"
5871,50,50,64,50,50,True,1871,"61e2245628366a11aef857e80c00b868.bmp","U.S. No. 1","6.98","3.34","1.84","15.32",12,"Student"
1872,10,0,73,0,33,True,1872,"5c1f81562bd163d096dbbb19252e48b4.bmp","U.S. No. 1","8.5","2.33","3.29","10.42",4,"Breeder"
7872,7,73,26,4,71,True,1872,"5c1f81562bd163d096dbbb19252e48b4.bmp","U.S. No. 1","8.5","2.33","3.29","10.42",16,"Student"
3872,24,2,3,4,40,True,1872,"5c1f81562bd163d096dbbb19252e48b4.bmp","U.S. No. 1","8.5","2.33","3.29","10.42",8,"Student"
5872,50,39,65,9,21,True,1872,"5c1f81562bd163d096dbbb19252e48b4.bmp","U.S. No. 1","8.5","2.33","3.29","10.42",12,"Student"
5873,61,50,58,50,50,True,1873,"61ebf6def9cc66a7576422a95d1ab199.bmp","U.S. No. 1","5.15","1.96","2.07","4.41",12,"Student"
3873,60,88,7,11,19,True,1873,"61ebf6def9cc66a7576422a95d1ab199.bmp","U.S. No. 1","5.15","1.96","2.07","4.41",8,"Student"
7873,54,63,41,38,27,True,1873,"61ebf6def9cc66a7576422a95d1ab199.bmp","U.S. No. 1","5.15","1.96","2.07","4.41",16,"Student"
1873,18,77,16,34,36,True,1873,"61ebf6def9cc66a7576422a95d1ab199.bmp","U.S. No. 1","5.15","1.96","2.07","4.41",4,"Breeder"
3874,20,99,0,16,85,True,1874,"e01a3597f58292165728453b7680cb45.bmp","U.S. No. 1","7.49","2.07","2.9","6.58",8,"Student"
5874,50,87,64,69,76,True,1874,"e01a3597f58292165728453b7680cb45.bmp","U.S. No. 1","7.49","2.07","2.9","6.58",12,"Student"
7874,28,69,28,74,76,True,1874,"e01a3597f58292165728453b7680cb45.bmp","U.S. No. 1","7.49","2.07","2.9","6.58",16,"Student"
1874,7,99,0,68,100,True,1874,"e01a3597f58292165728453b7680cb45.bmp","U.S. No. 1","7.49","2.07","2.9","6.58",4,"Breeder"
3875,37,71,3,50,25,True,1875,"04fad81d399c6481924b1bbf3da03ca7.bmp","U.S. No. 1","5.31","1.82","2.35","3.7",8,"Student"
1875,16,74,37,85,77,True,1875,"04fad81d399c6481924b1bbf3da03ca7.bmp","U.S. No. 1","5.31","1.82","2.35","3.7",4,"Breeder"
7875,62,70,56,66,63,True,1875,"04fad81d399c6481924b1bbf3da03ca7.bmp","U.S. No. 1","5.31","1.82","2.35","3.7",16,"Student"
5875,50,68,35,50,35,True,1875,"04fad81d399c6481924b1bbf3da03ca7.bmp","U.S. No. 1","5.31","1.82","2.35","3.7",12,"Student"
3876,94,7,3,0,85,True,1876,"7e9e9276559c3cef76897ef9772b7f44.bmp","U.S. No. 1","3.59","2.69","1.11","5.19",8,"Student"
7876,89,NULL,NULL,NULL,70,True,1876,"7e9e9276559c3cef76897ef9772b7f44.bmp","U.S. No. 1","3.59","2.69","1.11","5.19",16,"Student"
1876,100,0,100,1,20,True,1876,"7e9e9276559c3cef76897ef9772b7f44.bmp","U.S. No. 1","3.59","2.69","1.11","5.19",4,"Breeder"
5876,86,8,17,10,30,True,1876,"7e9e9276559c3cef76897ef9772b7f44.bmp","U.S. No. 1","3.59","2.69","1.11","5.19",12,"Student"
5877,50,38,37,23,28,True,1877,"3fb894871707d9404e070013aa65aaee.bmp","U.S. No. 1","6.87","2.88","2.18","11.47",12,"Student"
1877,24,93,24,72,61,True,1877,"3fb894871707d9404e070013aa65aaee.bmp","U.S. No. 1","6.87","2.88","2.18","11.47",4,"Breeder"
7877,58,62,55,40,66,True,1877,"3fb894871707d9404e070013aa65aaee.bmp","U.S. No. 1","6.87","2.88","2.18","11.47",16,"Student"
3877,35,95,10,30,26,True,1877,"3fb894871707d9404e070013aa65aaee.bmp","U.S. No. 1","6.87","2.88","2.18","11.47",8,"Student"
3878,58,1,11,8,8,True,1878,"276d981408399ea7bf286bc2b3067720.bmp","U.S. No. 1","6.48","2.52","2.28","10.45",8,"Student"
7878,60,15,15,13,6,True,1878,"276d981408399ea7bf286bc2b3067720.bmp","U.S. No. 1","6.48","2.52","2.28","10.45",16,"Student"
5878,50,12,50,6,6,True,1878,"276d981408399ea7bf286bc2b3067720.bmp","U.S. No. 1","6.48","2.52","2.28","10.45",12,"Student"
1878,49,0,27,0,0,True,1878,"276d981408399ea7bf286bc2b3067720.bmp","U.S. No. 1","6.48","2.52","2.28","10.45",4,"Breeder"
1879,31,32,20,37,NULL,True,1879,"cf0b6b9fd5bd4ae0950a251bf54e6fbf.bmp","U.S. No. 2","8.68","4.22","1.78","32.8",4,"Breeder"
7879,62,34,60,39,NULL,True,1879,"cf0b6b9fd5bd4ae0950a251bf54e6fbf.bmp","U.S. No. 2","8.68","4.22","1.78","32.8",16,"Student"
3879,61,26,30,15,NULL,True,1879,"cf0b6b9fd5bd4ae0950a251bf54e6fbf.bmp","U.S. No. 2","8.68","4.22","1.78","32.8",8,"Student"
5879,77,9,50,19,NULL,True,1879,"cf0b6b9fd5bd4ae0950a251bf54e6fbf.bmp","U.S. No. 2","8.68","4.22","1.78","32.8",12,"Student"
1880,15,82,20,12,32,True,1880,"19c626ccf02fa30aad4dbe62f26cc61c.bmp","U.S. No. 1","5.11","2.01","2.17","4.8",4,"Breeder"
5880,50,50,37,37,16,True,1880,"19c626ccf02fa30aad4dbe62f26cc61c.bmp","U.S. No. 1","5.11","2.01","2.17","4.8",12,"Student"
3880,55,19,2,11,20,True,1880,"19c626ccf02fa30aad4dbe62f26cc61c.bmp","U.S. No. 1","5.11","2.01","2.17","4.8",8,"Student"
7880,63,41,11,19,36,True,1880,"19c626ccf02fa30aad4dbe62f26cc61c.bmp","U.S. No. 1","5.11","2.01","2.17","4.8",16,"Student"
1881,11,0,0,60,26,True,1881,"9207d7b9f68ff6f7719464b5cad80d91.bmp","U.S. No. 1","6.23","2.27","2.44","7.89",4,"Breeder"
3881,45,0,0,35,10,True,1881,"9207d7b9f68ff6f7719464b5cad80d91.bmp","U.S. No. 1","6.23","2.27","2.44","7.89",8,"Student"
5881,57,3,67,17,10,True,1881,"9207d7b9f68ff6f7719464b5cad80d91.bmp","U.S. No. 1","6.23","2.27","2.44","7.89",12,"Student"
7881,24,11,26,40,56,True,1881,"9207d7b9f68ff6f7719464b5cad80d91.bmp","U.S. No. 1","6.23","2.27","2.44","7.89",16,"Student"
7882,41,9,38,10,22,True,1882,"7457fd2f982378788a037364d9fbe5c5.bmp","U.S. No. 1","6.79","3.37","1.92","19.59",16,"Student"
5882,59,11,60,8,4,True,1882,"7457fd2f982378788a037364d9fbe5c5.bmp","U.S. No. 1","6.79","3.37","1.92","19.59",12,"Student"
3882,50,3,2,2,3,True,1882,"7457fd2f982378788a037364d9fbe5c5.bmp","U.S. No. 1","6.79","3.37","1.92","19.59",8,"Student"
1882,28,0,0,0,26,True,1882,"7457fd2f982378788a037364d9fbe5c5.bmp","U.S. No. 1","6.79","3.37","1.92","19.59",4,"Breeder"
7883,59,64,17,72,67,True,1883,"fab7c8dcd1b11bd7689fd158bb87ddd7.bmp","U.S. No. 1","7.55","2.49","2.45","8.17",16,"Student"
3883,30,94,0,60,45,True,1883,"fab7c8dcd1b11bd7689fd158bb87ddd7.bmp","U.S. No. 1","7.55","2.49","2.45","8.17",8,"Student"
5883,50,33,40,50,50,True,1883,"fab7c8dcd1b11bd7689fd158bb87ddd7.bmp","U.S. No. 1","7.55","2.49","2.45","8.17",12,"Student"
1883,20,100,0,75,82,True,1883,"fab7c8dcd1b11bd7689fd158bb87ddd7.bmp","U.S. No. 1","7.55","2.49","2.45","8.17",4,"Breeder"
7884,58,32,29,31,40,True,1884,"8e4d7ab00deed98e1f24693fbd9d1021.bmp","U.S. No. 1","6.06","3.18","1.76","10.42",16,"Student"
1884,17,16,0,0,22,True,1884,"8e4d7ab00deed98e1f24693fbd9d1021.bmp","U.S. No. 1","6.06","3.18","1.76","10.42",4,"Breeder"
5884,50,19,64,14,5,True,1884,"8e4d7ab00deed98e1f24693fbd9d1021.bmp","U.S. No. 1","6.06","3.18","1.76","10.42",12,"Student"
3884,60,2,2,20,25,True,1884,"8e4d7ab00deed98e1f24693fbd9d1021.bmp","U.S. No. 1","6.06","3.18","1.76","10.42",8,"Student"
5885,50,50,61,50,27,True,1885,"2813690983d5f43c562bdc53a0142613.bmp","U.S. No. 1","5.9","3.05","1.68","10.49",12,"Student"
1885,NULL,76,26,78,100,True,1885,"2813690983d5f43c562bdc53a0142613.bmp","U.S. No. 1","5.9","3.05","1.68","10.49",4,"Breeder"
7885,81,59,73,95,91,True,1885,"2813690983d5f43c562bdc53a0142613.bmp","U.S. No. 1","5.9","3.05","1.68","10.49",16,"Student"
3885,23,25,13,98,96,True,1885,"2813690983d5f43c562bdc53a0142613.bmp","U.S. No. 1","5.9","3.05","1.68","10.49",8,"Student"
5886,50,50,61,50,13,True,1886,"9faaf75c7beab96cf0b75fd2c18cd8b6.bmp","U.S. No. 1","5.19","1.8","2.27","2.94",12,"Student"
7886,14,66,3,20,38,True,1886,"9faaf75c7beab96cf0b75fd2c18cd8b6.bmp","U.S. No. 1","5.19","1.8","2.27","2.94",16,"Student"
1886,0,70,0,36,31,True,1886,"9faaf75c7beab96cf0b75fd2c18cd8b6.bmp","U.S. No. 1","5.19","1.8","2.27","2.94",4,"Breeder"
3886,43,22,0,19,15,True,1886,"9faaf75c7beab96cf0b75fd2c18cd8b6.bmp","U.S. No. 1","5.19","1.8","2.27","2.94",8,"Student"
3887,85,0,0,0,92,True,1887,"56dc6d58bbc6d844a0dfccd5cbdaf8ed.bmp","U.S. No. 1","4.11","2.93","1.05","5.82",8,"Student"
5887,82,14,38,10,8,True,1887,"56dc6d58bbc6d844a0dfccd5cbdaf8ed.bmp","U.S. No. 1","4.11","2.93","1.05","5.82",12,"Student"
1887,100,0,69,0,26,True,1887,"56dc6d58bbc6d844a0dfccd5cbdaf8ed.bmp","U.S. No. 1","4.11","2.93","1.05","5.82",4,"Breeder"
7887,98,NULL,NULL,NULL,76,True,1887,"56dc6d58bbc6d844a0dfccd5cbdaf8ed.bmp","U.S. No. 1","4.11","2.93","1.05","5.82",16,"Student"
1888,31,32,23,34,12,True,1888,"ea2b55370e9b1750c97bb41dafdfd5f8.bmp","U.S. No. 1","6.71","3.36","1.83","14.68",4,"Breeder"
5888,40,50,35,36,30,True,1888,"ea2b55370e9b1750c97bb41dafdfd5f8.bmp","U.S. No. 1","6.71","3.36","1.83","14.68",12,"Student"
7888,68,58,62,21,32,True,1888,"ea2b55370e9b1750c97bb41dafdfd5f8.bmp","U.S. No. 1","6.71","3.36","1.83","14.68",16,"Student"
3888,60,20,0,25,20,True,1888,"ea2b55370e9b1750c97bb41dafdfd5f8.bmp","U.S. No. 1","6.71","3.36","1.83","14.68",8,"Student"
7889,59,29,17,73,78,True,1889,"62116e496811a014bcc4a750cdac830d.bmp","U.S. No. 1","7.58","3.18","2.16","13.57",16,"Student"
1889,22,24,25,26,71,True,1889,"62116e496811a014bcc4a750cdac830d.bmp","U.S. No. 1","7.58","3.18","2.16","13.57",4,"Breeder"
3889,40,60,1,60,40,True,1889,"62116e496811a014bcc4a750cdac830d.bmp","U.S. No. 1","7.58","3.18","2.16","13.57",8,"Student"
5889,50,31,50,50,11,True,1889,"62116e496811a014bcc4a750cdac830d.bmp","U.S. No. 1","7.58","3.18","2.16","13.57",12,"Student"
1890,0,77,16,25,NULL,True,1890,"36f19c4f9de77a6281ac096e15e64368.bmp","U.S. No. 2","8.26","3.34","1.95","20.08",4,"Breeder"
5890,55,12,50,8,NULL,True,1890,"36f19c4f9de77a6281ac096e15e64368.bmp","U.S. No. 2","8.26","3.34","1.95","20.08",12,"Student"
